name,batch_size,mean_latency_ms,std_latency_ms,throughput_examples_per_second
fp32,16,13.660800002980977,0.422137438929368,1171.234480887545
fp16,16,360.02254000341054,15.796583416462855,44.441661902192095
int4,16,50.56188000016846,5.133977031239885,316.44392969459784
lora,16,351.42789999663364,9.221304969188616,45.52854227041525
qlora,16,54.35006000043359,1.930071069726768,294.38789947743123
